Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description
Chocolate Amber Bath & Body Worksfor women,for women,3.98,128,"['sweet', 'fruity', 'warm spicy', 'chocolate', 'musky', 'honey', 'powdery', 'floral', 'patchouli', 'vanilla']",['Calice Becker'],"Chocolate AmberbyBath & Body Worksis a Amber fragrance for women.Chocolate Amberwas launched in 2007. The nose behind this fragrance is Calice Becker. Top notes are Pineapple, Red Berries and Lemon; middle notes are Honey, Jasmine and Rose; base notes are Dark Chocolate, Musk, Honey, Patchouli, Vanilla and Orchid."
Clear Horizon Bath & Body Worksfor men,for men,4.39,18,"['lavender', 'woody', 'aromatic', 'citrus', 'fresh spicy', 'fresh']","['Olivier Cresp', 'Sébastien Cresp']",Clear HorizonbyBath & Body Worksis a Aromatic fragrance for men. This is a new fragrance.Clear Horizonwas launched in 2022. Clear Horizon was created by Olivier Cresp and Sébastien Cresp. Top note is Lavender; middle note is Citruses; base note is Cedar.
Country Chic Bath & Body Worksfor women,for women,3.88,429,"['citrus', 'sweet', 'white floral', 'fruity', 'aromatic', 'green', 'fresh spicy', 'powdery', 'amber', 'lactonic']",['Olivier Cresp'],"Country ChicbyBath & Body Worksis a Floral Fruity Gourmand fragrance for women.Country Chicwas launched in 2011. The nose behind this fragrance is Olivier Cresp. Top notes are Amalfi Lemon, Grapefruit, Pear, Tagetes and Green Notes; middle notes are Lily, Gardenia, Raspberry, Jasmine and African Orange Flower; base notes are Praline, Peach, Amber, Musk, Orchid, Virginia Cedar and Patchouli."
Forever Red Bath & Body Worksfor women,for women,4.18,909,"['woody', 'fruity', 'sweet', 'vanilla', 'powdery', 'rum', 'fresh spicy', 'fresh', 'floral', 'sour']",['Honorine Blanc'],"Forever RedbyBath & Body Worksis a Floral Fruity fragrance for women.Forever Redwas launched in 2012. The nose behind this fragrance is Honorine Blanc. Top notes are Pomegranate, Peach and Apple; middle notes are Red Peony, Osmanthus and Marigold; base notes are Vanilla, Rum, Marshamallow and Oak."
Forever Sunshine Bath & Body Worksfor women,for women,4.2,450,"['citrus', 'fruity', 'vanilla', 'powdery', 'sweet', 'floral', 'woody', 'musky', 'fresh']",['Clement Gavarry'],"Forever SunshinebyBath & Body Worksis a Floral Fruity Gourmand fragrance for women. The nose behind this fragrance is Clement Gavarry. Top notes are Mandarin Orange, Apricot, Tangerine and Red Berries; middle notes are Peony, Freesia and Gardenia; base notes are Vanille, Sandalwood and Musk."
Gingham Gorgeous Bath & Body Worksfor women,for women,4.37,435,"['floral', 'fruity', 'fresh', 'rose', 'sweet']",['Vincent Kuczinski'],Gingham GorgeousbyBath & Body Worksis a Floral Fruity fragrance for women. This is a new fragrance.Gingham Gorgeouswas launched in 2023. The nose behind this fragrance is Vincent Kuczinski.
In The Stars Bath & Body Worksfor women,for women,4.14,713,"['oud', 'powdery', 'amber', 'citrus', 'musky', 'woody', 'sweet', 'animalic', 'warm spicy', 'fruity']",['Patricia Bilodeau'],"In The StarsbyBath & Body Worksis a Amber Woody fragrance for women.In The Starswas launched in 2018. The nose behind this fragrance is Patricia Bilodeau. Top note is Tangerine; middle notes are Sandalwood and Starflower; base notes are White Oud, Amber and Musk."
Luminous Eau de Parfum Bath & Body Worksfor women,for women,3.98,55,"['amber', 'iris', 'sweet', 'powdery', 'violet', 'earthy', 'fruity', 'lactonic', 'woody', 'animalic']",['David Apel'],Luminous Eau de ParfumbyBath & Body Worksis a Amber Floral fragrance for women. This is a new fragrance.Luminous Eau de Parfumwas launched in 2023. The nose behind this fragrance is David Apel.
P.S. I Love You Bath & Body Worksfor women,for women,3.53,196,"['rose', 'floral', 'amber', 'fresh', 'smoky', 'warm spicy', 'woody', 'balsamic', 'white floral', 'powdery']",['David Apel'],"P.S. I Love YoubyBath & Body Worksis a Amber Floral fragrance for women.P.S. I Love Youwas launched in 2009. The nose behind this fragrance is David Apel. Top notes are Peony, Litchi and Citruses; middle notes are Rose, Incense, Jasmine, Lily and Orchid; base notes are Musk, Patchouli, Sandalwood and Amber."
Poppy Eau de Parfum Bath & Body Worksfor women,for women,3.96,48,"['fruity', 'sweet', 'aquatic', 'green', 'floral', 'aromatic', 'fresh spicy', 'fresh', 'powdery']","['Adriana Medina-Baez', 'Nicole Mancini']",Poppy Eau de ParfumbyBath & Body Worksis a fragrance for women. This is a new fragrance.Poppy Eau de Parfumwas launched in 2022. Poppy Eau de Parfum was created by Adriana Medina-Baez and Nicole Mancini.
Pure Wonder Bath & Body Worksfor women,for women,3.97,220,"['white floral', 'amber', 'rose', 'fresh', 'floral', 'animalic']","['Amandine Clerc-Marie', 'Honorine Blanc']",Pure WonderbyBath & Body Worksis a Amber Floral fragrance for women.Pure Wonderwas launched in 2021. Pure Wonder was created by Amandine Clerc-Marie and Honorine Blanc. Top notes are Rose and Ice; middle note is Star Jasmine; base note is White Amber.
Saltwater Breeze Bath & Body Worksfor women and men,for women and men,4.07,202,"['musky', 'floral', 'aquatic', 'powdery', 'fresh']",['Gabriela Chelariu'],Saltwater BreezebyBath & Body Worksis a fragrance for women and men.Saltwater Breezewas launched in 2020. The nose behind this fragrance is Gabriela Chelariu.
Thailand Sweet Kiwi & Starfruit Bath & Body Worksfor women,for women,4.11,45,"['fruity', 'tropical', 'fresh', 'sweet']",['Clement Gavarry'],Thailand Sweet Kiwi & StarfruitbyBath & Body Worksis a Aromatic Fruity fragrance for women. This is a new fragrance.Thailand Sweet Kiwi & Starfruitwas launched in 2024. The nose behind this fragrance is Clement Gavarry.
Twilight Woods Bath & Body Worksfor women,for women,4.14,"1,317","['woody', 'powdery', 'fruity', 'vanilla', 'sweet', 'musky', 'floral', 'coconut', 'lactonic', 'tropical']",['Honorine Blanc'],"Twilight WoodsbyBath & Body Worksis a Floral Woody Musk fragrance for women.Twilight Woodswas launched in 2009. The nose behind this fragrance is Honorine Blanc. Top notes are Wild Berries, Coconut and Mandarin Orange; middle notes are Apricot, Frangipani, Mimosa, Honeysuckle and Freesia; base notes are Woodsy Notes, Vanille, Musk, Agarwood (Oud) and Orris Root."
You're the One Bath & Body Worksfor women,for women,4.17,402,"['rose', 'fruity', 'sweet', 'leather', 'smoky', 'floral']",['Gabriela Chelariu'],You're the OnebyBath & Body Worksis a fragrance for women.You're the Onewas launched in 2020. The nose behind this fragrance is Gabriela Chelariu. Top note is Strawberry; middle note is Rose; base note is Birch.
Classic for Men Bath & Body Worksfor men,for men,3.64,14,"['woody', 'iris', 'fresh spicy', 'powdery', 'violet', 'earthy', 'warm spicy']",['Gil Clavien'],Classic for MenbyBath & Body Worksis a Woody Aromatic fragrance for men.Classic for Menwas launched in 2011. The nose behind this fragrance is Gil Clavien.
Dahlia Bath & Body Worksfor women,for women,4.19,248,"['sweet', 'fruity', 'floral', 'fresh spicy', 'lactonic', 'aquatic', 'nutty']",['Alexis Grugeon'],DahliabyBath & Body Worksis a Floral Fruity fragrance for women.Dahliawas launched in 2020. The nose behind this fragrance is Alexis Grugeon.
Fiji Sunshine Bath & Body Worksfor women,for women,4.2,66,"['fruity', 'citrus', 'tropical', 'fresh', 'white floral', 'sweet']","['Adriana Medina-Baez', 'Nicole Mancini']",Fiji SunshinebyBath & Body Worksis a Aromatic Fruity fragrance for women. This is a new fragrance.Fiji Sunshinewas launched in 2022. Fiji Sunshine was created by Adriana Medina-Baez and Nicole Mancini.
Forever Red Bath & Body Worksfor women,for women,4.2,157,"['woody', 'vanilla', 'floral', 'fruity', 'fresh', 'fresh spicy', 'sweet', 'rose', 'sour', 'rum']",['Honorine Blanc'],Forever RedbyBath & Body Worksis a Floral fragrance for women.Forever Redwas launched in 2012. The nose behind this fragrance is Honorine Blanc.
Luminous Bath & Body Worksfor women,for women,4.02,243,"['amber', 'sweet', 'iris', 'powdery', 'fruity', 'violet', 'lactonic', 'woody', 'earthy', 'soft spicy']",['David Apel'],LuminousbyBath & Body Worksis a Amber Floral fragrance for women. This is a new fragrance.Luminouswas launched in 2023. The nose behind this fragrance is David Apel.
Pastel Skies Bath & Body Worksfor women,for women,4.13,168,"['sweet', 'coconut', 'musky', 'caramel', 'fruity', 'powdery', 'lactonic']",['Gabriela Chelariu'],Pastel SkiesbyBath & Body Worksis a Floral Fruity fragrance for women. This is a new fragrance.Pastel Skieswas launched in 2022. The nose behind this fragrance is Gabriela Chelariu.
Pink Pineapple Sunrise Bath & Body Worksfor women,for women,4.2,169,"['sweet', 'fruity', 'tropical', 'fresh']",['Gabriela Chelariu'],Pink Pineapple SunrisebyBath & Body Worksis a Aromatic Fruity fragrance for women. This is a new fragrance.Pink Pineapple Sunrisewas launched in 2022. The nose behind this fragrance is Gabriela Chelariu.
Toasted Praline & Pear Bath & Body Worksfor women,for women,4.32,19,['sweet'],"['Gabriela Chelariu', 'Sébastien Cresp']",Toasted Praline & PearbyBath & Body Worksis a Aromatic Fruity fragrance for women.Toasted Praline & Pearwas launched in 2019. Toasted Praline & Pear was created by Sébastien Cresp and Gabriela Chelariu.
Twilight Woods Bath & Body Worksfor women,for women,4.14,97,"['woody', 'fruity', 'aromatic', 'yellow floral', 'powdery', 'fresh spicy', 'sweet']",['Honorine Blanc'],Twilight WoodsbyBath & Body Worksis a Woody fragrance for women.Twilight Woodswas launched in 2009. The nose behind this fragrance is Honorine Blanc.
Sport Bath & Body Worksfor women,for women,4.17,6,"['fresh', 'salty', 'marine', 'aquatic', 'citrus', 'green', 'woody']","['Olivier Cresp', 'Sébastien Cresp']",SportbyBath & Body Worksis a Aromatic Aquatic fragrance for women. Sport was created by Olivier Cresp and Sébastien Cresp. Top note is Citruses; middle notes are Ice and Mint; base notes are Sea Salt and Woodsy Notes.
Astor Place Bond No 9for women and men,for women and men,3.85,422,"['floral', 'powdery', 'ozonic', 'citrus', 'musky', 'aquatic', 'woody', 'sweet', 'green', 'amber']",['Laurent Le Guernec'],"Astor PlacebyBond No 9is a Floral Woody Musk fragrance for women and men.Astor Placewas launched in 2009. The nose behind this fragrance is Laurent Le Guernec. Top notes are Violet Leaf and Mandarin Orange; middle notes are Freesia, Red Poppy and Orris Root; base notes are Musk, Teak Wood and Amber."
Bleecker Street Bond No 9for women and men,for women and men,4.2,"2,016","['fruity', 'woody', 'ozonic', 'aromatic', 'green', 'earthy', 'aquatic', 'mossy', 'sweet', 'fresh']",['David Apel'],"Bleecker StreetbyBond No 9is a Amber Woody fragrance for women and men.Bleecker Streetwas launched in 2005. The nose behind this fragrance is David Apel. Top notes are Violet Leaf, Blueberry, Cassis and Thyme; middle notes are Cedar, Jasmine and Cinnamon; base notes are Oakmoss, Suede, Patchouli, Amber, Vanilla and Caramel."
Broadway Nite Bond No 9for women,for women,3.71,355,"['powdery', 'vanilla', 'violet', 'floral', 'aldehydic', 'rose', 'fresh', 'iris', 'musky', 'woody']",['Maurice Roucel'],Broadway NitebyBond No 9is a Floral fragrance for women.Broadway Nitewas launched in 2003. The nose behind this fragrance is Maurice Roucel.
Brooklyn Bond No 9for women and men,for women and men,3.94,526,"['aromatic', 'woody', 'fresh spicy', 'warm spicy']",['Laurice Rahmé'],"BrooklynbyBond No 9is a Amber Spicy fragrance for women and men.Brooklynwas launched in 2008. The nose behind this fragrance is Laurice Rahmé. Top notes are Cardamom and Grapefruit; middle notes are Cypress, Gin, Juniper and Geranium; base notes are Cedar, Guaiac Wood and Leather."
Bryant Park Bond No 9for women,for women,3.67,314,"['fruity', 'sweet', 'rose', 'green', 'patchouli', 'soft spicy', 'aromatic', 'woody', 'white floral']",['Michel Almairac'],"Bryant ParkbyBond No 9is a Chypre Floral fragrance for women.Bryant Parkwas launched in 2007. The nose behind this fragrance is Michel Almairac. Top notes are Rhubarb, Pink Pepper and Lily-of-the-Valley; middle notes are Rose and Patchouli; base notes are Raspberry and Amber."
Central Park West Bond No 9for women and men,for women and men,3.75,459,"['white floral', 'yellow floral', 'woody', 'sweet', 'green', 'lactonic', 'floral', 'powdery', 'earthy', 'musky']",['Laurent Le Guernec'],"Central Park WestbyBond No 9is a Floral Woody Musk fragrance for women and men.Central Park Westwas launched in 2012. The nose behind this fragrance is Laurent Le Guernec. Top notes are Ylang-Ylang, Narcissus and Pepper; middle notes are Gardenia, Jasmine, Lime (Linden) Blossom and Orris Root; base notes are Musk, Oak, Vetiver and oak moss."
Chelsea Nights Bond No 9for women and men,for women and men,4.13,84,"['warm spicy', 'cacao', 'amber', 'leather', 'woody', 'patchouli', 'nutty', 'sweet', 'oud', 'vanilla']",['Miroslav Petkov'],"Chelsea NightsbyBond No 9is a Amber Vanilla fragrance for women and men. This is a new fragrance.Chelsea Nightswas launched in 2022. The nose behind this fragrance is Miroslav Petkov. Top notes are Cacao, Saffron and Hazelnut; middle notes are Turmeric, Rose and Sesame; base notes are Suede, Patchouli, Agarwood (Oud), Amber, Vanilla, Myrrh and Tonka Bean."
Chinatown Bond No 9for women and men,for women and men,4.03,"2,411","['white floral', 'woody', 'warm spicy', 'floral', 'tuberose', 'vanilla', 'powdery', 'aromatic', 'animalic', 'fresh']",['Aurélien Guichard'],"ChinatownbyBond No 9is a Amber Floral fragrance for women and men.Chinatownwas launched in 2005. The nose behind this fragrance is Aurélien Guichard. Top notes are Peach Blossom and Bergamot; middle notes are Tuberose, Gardenia, Peony and Orange Blossom; base notes are Cardamom, Vanilla, Sandalwood, Guaiac Wood, Patchouli and Virginia Cedar."
Coney Island Bond No 9for women and men,for women and men,3.71,726,"['citrus', 'aromatic', 'fruity', 'sweet', 'woody', 'ozonic', 'fresh', 'aquatic', 'tropical', 'caramel']",['Michel Almairac'],"Coney IslandbyBond No 9is a Amber Vanilla fragrance for women and men.Coney Islandwas launched in 2007. The nose behind this fragrance is Michel Almairac. Top notes are Lime, Tequila, Melon and Guava; middle notes are Caramel, Dark Chocolate and Cinnamon; base notes are Cedar, Musk, Vanilla and Sandalwood."
Eau de New York Bond No 9for women and men,for women and men,3.93,404,"['citrus', 'white floral', 'green', 'aromatic', 'fresh spicy', 'woody', 'fresh']",['Vera Vanore'],"Eau de New YorkbyBond No 9is a Citrus Aromatic fragrance for women and men.Eau de New Yorkwas launched in 2004. The nose behind this fragrance is Vera Vanore. Top notes are Petitgrain, Bergamot, Grapefruit, Green Notes, Mandarin Orange and Watery Notes; middle notes are Neroli, Lemon Verbena, Basil, Gardenia, Jasmine, Lily and Cyclamen; base notes are Oakmoss, Vetiver, Musk and White Wood."
Eau de Noho Bond No 9for women and men,for women and men,3.9,240,"['yellow floral', 'sweet', 'green', 'powdery', 'floral', 'aquatic', 'honey', 'ozonic', 'musky', 'citrus']",['Francis Camail'],"Eau de NohobyBond No 9is a Floral fragrance for women and men.Eau de Nohowas launched in 2003. The nose behind this fragrance is Francis Camail. Top notes are Lime (Linden) Blossom, Mandarin Orange, Green Notes and Water Notes; middle notes are Mimosa and Violet Leaf; base notes are Musk, Cashmere Wood, Amber and Oakmoss."
Fashion Avenue Bond No 9for women,for women,3.93,178,"['yellow floral', 'powdery', 'green', 'sweet', 'woody', 'floral', 'aquatic', 'fresh', 'citrus', 'musky']",['Robertet'],Fashion AvenuebyBond No 9is a Floral fragrance for women.Fashion Avenuewas launched in 2003. The nose behind this fragrance is Robertet.
FiDi Bond No 9for women and men,for women and men,3.84,100,"['fresh spicy', 'citrus', 'woody', 'musky', 'powdery', 'floral', 'vanilla', 'aromatic', 'aquatic', 'warm spicy']",['Harry Fremont'],"FiDibyBond No 9is a Woody Spicy fragrance for women and men.FiDiwas launched in 2019. The nose behind this fragrance is Harry Fremont. Top notes are Black Pepper, Bergamot and Mandarin Orange; middle notes are Lotus and Nutmeg; base notes are Musk, Cedar and Vanilla."
Fire Island Bond No 9for women and men,for women and men,3.9,492,"['white floral', 'tuberose', 'musky', 'warm spicy', 'citrus', 'animalic', 'powdery', 'green', 'patchouli', 'aromatic']",['Michel Almairac'],Fire IslandbyBond No 9is a Amber fragrance for women and men.Fire Islandwas launched in 2006. The nose behind this fragrance is Michel Almairac.
Gold Coast Bond No 9for women,for women,3.91,159,"['fruity', 'aquatic', 'rose', 'ozonic', 'powdery', 'fresh', 'tropical', 'musky', 'sweet', 'vanilla']",['Michel Almairac'],"Gold CoastbyBond No 9is a Floral fragrance for women.Gold Coastwas launched in 2019. The nose behind this fragrance is Michel Almairac. Top notes are Litchi, Red Apple and Apricot; middle notes are French Rose and Watermelon; base notes are Musk, Vanilla and Cedar."
Gold Coast Swarovski Couture Edition Bond No 9for women,for women,2.33,3,"['fruity', 'powdery', 'aquatic', 'woody', 'vanilla', 'rose', 'ozonic', 'musky', 'sweet', 'fresh']",['Michel Almairac'],"Gold Coast Swarovski Couture EditionbyBond No 9is a Floral fragrance for women.Gold Coast Swarovski Couture Editionwas launched in 2019. The nose behind this fragrance is Michel Almairac. Top notes are Litchi, Apricot and Red Apple; middle notes are French Rose and Watermelon; base notes are Cedar, Vanilla and Musk."
Gold Coast Swarovski-Couture Amphora Bond No 9for women,for women,5,1,"['fruity', 'powdery', 'aquatic', 'woody', 'vanilla', 'rose', 'ozonic', 'musky', 'sweet', 'fresh']",['Michel Almairac'],"Gold Coast Swarovski-Couture AmphorabyBond No 9is a Floral fragrance for women.Gold Coast Swarovski-Couture Amphorawas launched in 2019. The nose behind this fragrance is Michel Almairac. Top notes are Litchi, Apricot and Red Apple; middle notes are French Rose and Watermelon; base notes are Cedar, Vanilla and Musk."
Great Jones Bond No 9for men,for men,4.23,123,"['woody', 'citrus', 'mossy', 'earthy', 'aromatic', 'musky', 'warm spicy', 'fresh spicy', 'powdery', 'sweet']",['Francis Camail'],Great JonesbyBond No 9is a Woody Aromatic fragrance for men.Great Joneswas launched in 2003. The nose behind this fragrance is Francis Camail.
H.O.T. Always Bond No 9for men,for men,4.08,180,"['warm spicy', 'woody', 'animalic', 'patchouli', 'musky', 'leather', 'powdery', 'cinnamon', 'balsamic', 'earthy']",['Robertet'],H.O.T. AlwaysbyBond No 9is a Woody Chypre fragrance for men.H.O.T. Alwayswas launched in 2003. The nose behind this fragrance is Robertet.
Hamptons Bond No 9for women and men,for women and men,3.87,580,"['citrus', 'floral', 'aromatic', 'powdery', 'woody', 'yellow floral', 'musky', 'sweet', 'fresh spicy', 'white floral']",['René Morgenthaler'],"HamptonsbyBond No 9is a Floral Aquatic fragrance for women and men.Hamptonswas launched in 2005. The nose behind this fragrance is René Morgenthaler. Top notes are Bergamot, Lime (Linden) Blossom, Lemon, Sage and Cedar; middle notes are Jasmine, Turkish Rose and Magnolia; base notes are Musk, Sandalwood and Amber."
High Line Bond No 9for women and men,for women and men,3.93,515,"['green', 'floral', 'fresh', 'fresh spicy', 'citrus', 'rose', 'aromatic']",['Laurent Le Guernec'],"High LinebyBond No 9is a fragrance for women and men.High Linewas launched in 2010. The nose behind this fragrance is Laurent le Guernec. Top notes are Grass, Rhuburb and Bergamot; middle notes are Hyacinth, pink tulip, African Orange Flower and Tincture of Rose; base note is Oak."
Hudson Yards Bond No 9for women,for women,3.73,200,"['floral', 'fresh', 'white floral', 'rose', 'musky', 'powdery', 'fruity', 'green', 'iris']",['Aurélien Guichard'],"Hudson YardsbyBond No 9is a Floral fragrance for women.Hudson Yardswas launched in 2014. The nose behind this fragrance is Aurélien Guichard. Top notes are Lily-of-the-Valley, Freesia and Pink Pepper; middle notes are Peony, Litchi and Bulgarian Rose; base notes are White Musk, Orange Blossom and Iris."
I Love New York for All Bond No 9for women and men,for women and men,3.96,903,"['sweet', 'warm spicy', 'woody', 'nutty', 'cacao', 'vanilla', 'coffee', 'powdery', 'fresh spicy', 'patchouli']",['IFF'],"I Love New York for AllbyBond No 9is a Amber Vanilla fragrance for women and men.I Love New York for Allwas launched in 2011. The nose behind this fragrance is IFF. Top notes are Pepper, Bergamot and Lily-of-the-Valley; middle notes are Marron glace, Cacao and Coffee; base notes are Vanille, Patchouli, Sandalwood, Leather and Woodsy Notes."
I Love New York for Her Bond No 9for women,for women,4.02,428,"['sweet', 'fruity', 'woody', 'patchouli', 'vanilla', 'floral', 'powdery', 'rose', 'warm spicy', 'fresh']",['IFF'],"I Love New York for HerbyBond No 9is a Amber Vanilla fragrance for women.I Love New York for Herwas launched in 2011. The nose behind this fragrance is IFF. Top notes are Sweet Notes, Blueberry, Nutmeg and Mandarin Orange; middle notes are Patchouli, Rose and Peony; base notes are Vanille, Leather, Sandalwood and Musk."
I Love New York for Him Bond No 9for men,for men,3.83,179,"['aromatic', 'fresh spicy', 'warm spicy', 'citrus', 'woody', 'amber', 'musky', 'powdery', 'lavender', 'herbal']",['IFF'],"I Love New York for HimbyBond No 9is a Aromatic Fougere fragrance for men.I Love New York for Himwas launched in 2011. The nose behind this fragrance is IFF. Top notes are Grapefruit, Ginger and Juniper Berries; middle notes are Geranium, Lavender, Patchouli and Leather; base notes are Musk, Sandalwood, Amber and French labdanum."
Jones Beach Bond No 9for women and men,for women and men,3.57,113,"['musky', 'white floral', 'fresh', 'powdery', 'amber', 'citrus', 'ozonic', 'violet', 'sweet', 'animalic']",['Aurélien Guichard'],"Jones BeachbyBond No 9is a Citrus Aromatic fragrance for women and men.Jones Beachwas launched in 2019. The nose behind this fragrance is Aurélien Guichard. Top note is Calone; middle note is Orange Blossom; base notes are White Musk, Ambroxan and Violet."
Lexington Avenue Bond No 9for women and men,for women and men,4.05,171,"['warm spicy', 'woody', 'floral', 'aromatic', 'fresh', 'powdery', 'sweet', 'patchouli', 'citrus', 'soft spicy']",['Claude Dir'],"Lexington AvenuebyBond No 9is a Woody Chypre fragrance for women and men.Lexington Avenuewas launched in 2013. The nose behind this fragrance is Claude Dir. Top notes are Cardamom, Citruses, Star Anise, Cypress and Fennel; middle notes are Creme Brulee, Peony, Orris and Almond; base notes are Sandalwood and Patchouli."
Little Italy Bond No 9for women and men,for women and men,3.38,422,"['citrus', 'sweet']",['Francis Camail'],"Little ItalybyBond No 9is a Citrus Aromatic fragrance for women and men.Little Italywas launched in 2004. The nose behind this fragrance is Francis Camail. Top notes are Clementine, Mandarin Orange and Grapefruit; middle note is Neroli; base note is Musk."
Madison Soiree Bond No 9for women,for women,3.53,148,"['white floral', 'aldehydic', 'mossy', 'fresh', 'earthy']",['Robertet'],Madison SoireebyBond No 9is a Floral fragrance for women.Madison Soireewas launched in 2003. The nose behind this fragrance is Robertet.
Madison Square Park Bond No 9for women,for women,3.98,499,"['green', 'floral', 'fresh', 'fruity', 'rose', 'fresh spicy']",['Laurent Le Guernec'],"Madison Square ParkbyBond No 9is a Floral fragrance for women.Madison Square Parkwas launched in 2011. The nose behind this fragrance is Laurent le Guernec. Top notes are Grass, Blueberry and Hyacinth; middle notes are Rose and pink tulip; base notes are Teak Wood and Vetiver."
Montauk Bond No 9for women and men,for women and men,3.95,117,"['woody', 'fresh spicy', 'fruity', 'white floral', 'floral', 'aromatic', 'green', 'amber', 'citrus']",['Laurent Le Guernec'],"MontaukbyBond No 9is a Floral Fruity fragrance for women and men.Montaukwas launched in 2013. The nose behind this fragrance is Laurent Le Guernec. Top notes are Black Currant, Bergamot and Bay Leaf; middle notes are Hyacinth, Honeysuckle and Lily-of-the-Valley; base notes are Driftwood, Amber, Maple and Oak."
My New York Bond No 9for women and men,for women and men,4.08,59,"['woody', 'warm spicy', 'rose', 'aromatic', 'balsamic', 'powdery', 'patchouli', 'soft spicy', 'musky', 'citrus']",['Michel Almairac'],"My New YorkbyBond No 9is a Amber Floral fragrance for women and men.My New Yorkwas launched in 2020. The nose behind this fragrance is Michel Almairac. Top notes are Ginger, elemi and Pink Pepper; middle notes are Rose and Papyrus; base notes are Sandalwood, Patchouli and Cashmeran."
New Orleans Bond No 9for women and men,for women and men,4.57,28,"['woody', 'fruity', 'warm spicy', 'green', 'vanilla', 'white floral', 'citrus', 'cinnamon', 'soft spicy', 'aromatic']",['Laurice Rahmé'],"New OrleansbyBond No 9is a fragrance for women and men.New Orleanswas launched in 2009. The nose behind this fragrance is Laurice Rahmé. Top notes are Vanille, Tuberose, Cassis and Violet Leaf; middle notes are Black Currant, Mandarin Orange, Lily-of-the-Valley and Bergamot; base notes are Cinnamon, Patchouli, Amber and Sandalwood."
New York Fling Bond No 9for women,for women,3.91,74,"['floral', 'citrus', 'fresh', 'white floral', 'warm spicy', 'woody', 'fruity', 'sweet', 'green', 'aromatic']",['Laurent Le Guernec'],"New York FlingbyBond No 9is a Floral fragrance for women.New York Flingwas launched in 2003. The nose behind this fragrance is Laurent Le Guernec. Top notes are Clementine, Ginger, Bergamot, Fruity Notes and Cardamom; middle notes are Freesia, Lily-of-the-Valley, Peony and Jasmine; base notes are Musk, Cedar, Basil, Sandalwood and Amber."
NoMad Bond No 9for women and men,for women and men,4.27,270,"['fruity', 'rose', 'oud', 'sweet', 'floral', 'aquatic', 'powdery', 'woody', 'amber', 'vanilla']",['Miroslav Petkov'],"NoMadbyBond No 9is a Amber Floral fragrance for women and men.NoMadwas launched in 2021. The nose behind this fragrance is Miroslav Petkov. Top notes are Pear, Black Currant and Quince; middle notes are Rose, Agarwood (Oud), Violet Leaves and Orris; base notes are Amber, Vanilla and Sandalwood."
Nouveau Bowery Bond No 9for women,for women,3.84,80,"['citrus', 'aromatic', 'fresh spicy', 'woody', 'green', 'earthy', 'mossy']",['Robertet'],Nouveau BowerybyBond No 9is a Citrus Aromatic fragrance for women.Nouveau Bowerywas launched in 2003. The nose behind this fragrance is Robertet.
Nuits de Noho Bond No 9for women,for women,3.98,694,"['patchouli', 'woody', 'sweet', 'vanilla', 'fruity', 'balsamic', 'white floral', 'citrus', 'warm spicy', 'powdery']",['Robertet'],"Nuits de NohobyBond No 9is a Floral Woody Musk fragrance for women.Nuits de Nohowas launched in 2003. The nose behind this fragrance is Robertet. Top notes are Pineapple Leaf, Mandarin Orange and Bergamot; middle notes are Jasmine and Brazilian Rosewood; base notes are Patchouli, Vanilla and Musk."
Queens Bond No 9for women and men,for women and men,4.07,317,"['floral', 'fruity', 'tuberose', 'warm spicy', 'amber', 'white floral', 'sweet', 'musky', 'powdery', 'woody']",['Laurent Le Guernec'],"QueensbyBond No 9is a Amber Floral fragrance for women and men.Queenswas launched in 2014. The nose behind this fragrance is Laurent Le Guernec. Top notes are Blackberry, Cardamom and Bergamot; middle notes are Tuberose, Champaca and Osmanthus; base notes are Musk, Sandalwood, Benzoin and Amber."
Saks Fifth Avenue for Her Bond No 9for women,for women,4.15,223,"['white floral', 'tuberose', 'animalic', 'vanilla']",['Michel Almairac'],Saks Fifth Avenue for HerbyBond No 9is a Floral fragrance for women.Saks Fifth Avenue for Herwas launched in 2007. The nose behind this fragrance is Michel Almairac.
Saks Fifth Avenue for Him Bond No 9for men,for men,4.05,91,"['warm spicy', 'amber', 'fresh spicy', 'woody', 'aromatic', 'citrus', 'smoky']",['Michel Almairac'],Saks Fifth Avenue for HimbyBond No 9is a Woody Aquatic fragrance for men.Saks Fifth Avenue for Himwas launched in 2007. The nose behind this fragrance is Michel Almairac.
The Scent Of Peace Bond No 9for women,for women,3.95,865,"['fruity', 'citrus', 'woody', 'musky', 'white floral', 'powdery', 'aromatic', 'green', 'fresh spicy', 'soft spicy']",['Michel Almairac'],The Scent Of PeacebyBond No 9is a Floral Woody Musk fragrance for women.The Scent Of Peacewas launched in 2006. The nose behind this fragrance is Michel Almairac. Top notes are Black Currant and Grapefruit; middle note is Lily-of-the-Valley; base notes are Musk and Virginia Cedar.
TriBeCa Bond No 9for women and men,for women and men,4.16,639,"['amber', 'caramel', 'woody', 'nutty', 'white floral', 'sweet', 'cacao', 'musky', 'warm spicy', 'mossy']",['Michel Almairac'],"TriBeCabyBond No 9is a Amber Vanilla fragrance for women and men.TriBeCawas launched in 2020. The nose behind this fragrance is Michel Almairac. Top notes are Hazelnut and Cacao; middle notes are Jasmine Sambac and Cedar; base notes are Ambroxan, Caramel and Moss."
