Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description
212 VIP Black Carolina Herrerafor men,for men,4.24,"2,193","['aromatic', 'vanilla', 'soft spicy', 'anis', 'musky', 'lavender', 'powdery', 'bitter', 'sweet']","['Anne Flipo', 'Carlos Benaim']","212 VIP BlackbyCarolina Herrerais a Aromatic Fougere fragrance for men.212 VIP Blackwas launched in 2017. 212 VIP Black was created by Carlos Benaim and Anne Flipo. Top notes are Absinthe, Anise and Fennel; middle note is Lavender; base notes are Black Vanilla Husk and Musk."
212 VIP Black Extra Carolina Herrerafor men,for men,4.37,193,"['warm spicy', 'coca-cola', 'cacao', 'rum', 'lavender', 'citrus', 'leather', 'musky', 'aromatic', 'woody']","['Carlos Benaim', 'Juliette Karagueuzoglou']","212 VIP Black ExtrabyCarolina Herrerais a Amber Fougere fragrance for men.212 VIP Black Extrawas launched in 2019. 212 VIP Black Extra was created by Juliette Karagueuzoglou and Carlos Benaim. Top notes are Coca-Cola, Rum and Grapefruit; middle notes are Lavender, Leather and Moss; base notes are Cacao Pod and Musk."
212 VIP Black Smiley Carolina Herrerafor men,for men,4.44,100,"['citrus', 'fresh spicy', 'warm spicy', 'vanilla', 'almond', 'aromatic', 'lavender', 'sweet', 'fruity', 'fresh']","['Carlos Benaim', 'Juliette Karagueuzoglou']","212 VIP Black SmileybyCarolina Herrerais a Aromatic fragrance for men. This is a new fragrance.212 VIP Black Smileywas launched in 2022. 212 VIP Black Smiley was created by Juliette Karagueuzoglou and Carlos Benaim. Top notes are Blood Orange, Ginger and Tunisian Neroli; middle notes are Madagascar Pepper, Lavender Extract and Sesame; base notes are Vanilla Bean, Skin and Sweet Almond."
212 VIP Men Carolina Herrerafor men,for men,4.17,"4,505","['aromatic', 'vodka', 'warm spicy', 'fresh spicy', 'woody', 'green', 'tropical', 'citrus', 'sweet', 'fruity']","['Emilie Bevierre-Coppermann', 'Lucas Sieuzac']","212 VIP MenbyCarolina Herrerais a Amber Woody fragrance for men.212 VIP Menwas launched in 2011. 212 VIP Men was created by Emilie Bevierre-Coppermann and Lucas Sieuzac. Top notes are Passionfruit, Lime, Pepper and Ginger; middle notes are Vodka, Gin, Mint and Spices; base notes are Amber, Leather and Woodsy Notes."
212 VIP Men Wins Carolina Herrerafor men,for men,4.02,114,"['fresh spicy', 'citrus', 'aromatic', 'green', 'sweet', 'lavender', 'vanilla', 'warm spicy']","['Carlos Benaim', 'Juliette Karagueuzoglou']","212 VIP Men WinsbyCarolina Herrerais a Aromatic Fougere fragrance for men.212 VIP Men Winswas launched in 2021. 212 VIP Men Wins was created by Juliette Karagueuzoglou and Carlos Benaim. Top notes are Yuzu, Basil and Mandarin Orange; middle notes are Madagascar Pepper and Lavender; base notes are Skin and Tonka Bean."
212 VIP Rosé Carolina Herrerafor women,for women,4.04,"4,200","['floral', 'musky', 'woody', 'fruity', 'powdery', 'rose']",['Lucas Sieuzac'],212 VIP RosébyCarolina Herrerais a Floral Fruity fragrance for women.212 VIP Roséwas launched in 2014. The nose behind this fragrance is Lucas Sieuzac. Top notes are Champagne Rosé and Pink Pepper; middle notes are Peach Blossom and Rose; base notes are White Musk and Woody Notes.
212 VIP Rosé Extra Carolina Herrerafor women,for women,4.33,259,"['vanilla', 'fruity', 'almond', 'sweet', 'nutty', 'tropical', 'citrus', 'powdery', 'fresh', 'floral']","['Alienor Massenet', 'Emilie Bevierre-Coppermann']","212 VIP Rosé ExtrabyCarolina Herrerais a Floral Fruity fragrance for women.212 VIP Rosé Extrawas launched in 2019. 212 VIP Rosé Extra was created by Emilie Bevierre-Coppermann and Alienor Massenet. Top notes are Litchi, Cherry Liqueur and Mandarin Orange; middle notes are Bitter Almond, Orris Root and Peony; base notes are Madagascar Vanilla, Tonka Bean and Woody Notes."
212 VIP Rosé Red Carolina Herrerafor women,for women,4.01,222,"['sweet', 'green', 'alcohol', 'aromatic', 'fresh spicy', 'coffee', 'fruity']",['Emilie Bevierre-Coppermann'],"212 VIP Rosé RedbyCarolina Herrerais a Floral Fruity fragrance for women.212 VIP Rosé Redwas launched in 2020. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Liquor, Tomato and Raspberry; middle notes are Tiramisu, Spices and Bulgarian Rose; base notes are Patchouli, Musk and Woody Notes."
212 VIP Rosé Smiley Carolina Herrerafor women,for women,3.98,49,"['citrus', 'woody', 'violet', 'fruity', 'patchouli', 'powdery', 'floral', 'rose', 'lavender', 'aromatic']",['Emilie Bevierre-Coppermann'],"212 VIP Rosé SmileybyCarolina Herrerais a Floral fragrance for women. This is a new fragrance.212 VIP Rosé Smileywas launched in 2022. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Mandarin Orange, Violet and Black Currant; middle notes are Lilybelle®, Lavender and Rose Oil; base notes are Patchouli and Balsam Fir."
212 VIP Wins Carolina Herrerafor women,for women,3.98,87,"['musky', 'green', 'woody', 'citrus', 'powdery', 'fruity', 'rose', 'sweet', 'fresh spicy', 'sour']",['Emilie Bevierre-Coppermann'],"212 VIP WinsbyCarolina Herrerais a Floral fragrance for women.212 VIP Winswas launched in 2021. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Green Notes and Mandarin Orange; middle notes are Pomegranate and Rose; base notes are Musk, Woodsy Notes and Tonka Bean."
Bad Boy Carolina Herrerafor men,for men,3.64,"3,443","['warm spicy', 'fresh spicy', 'cacao', 'vanilla', 'aromatic', 'sweet', 'citrus', 'amber', 'woody']","['Louise Turner', 'Quentin Bisch']","Bad BoybyCarolina Herrerais a Amber Spicy fragrance for men.Bad Boywas launched in 2019. Bad Boy was created by Quentin Bisch and Louise Turner. Top notes are White Pepper, Bergamot and Pink Pepper; middle notes are Cedarwood and Clary Sage; base notes are Tonka Bean and Cacao."
Bad Boy Cobalt Parfum Electrique Carolina Herrerafor men,for men,4.31,"2,516","['aromatic', 'woody', 'fruity', 'fresh spicy', 'lavender', 'earthy', 'sweet', 'soft spicy', 'herbal', 'rose']",['Domitille Michalon Bertier'],"Bad Boy Cobalt Parfum ElectriquebyCarolina Herrerais a Woody Aromatic fragrance for men. This is a new fragrance.Bad Boy Cobalt Parfum Electriquewas launched in 2022. The nose behind this fragrance is Domitille Michalon Bertier. Top notes are Lavender and Pink Pepper; middle notes are Plum and Geranium; base notes are Vetiver, Truffle, Cedar and Oak."
Bad Boy Gold Fantasy Carolina Herrerafor men,for men,3.7,103,"['fresh spicy', 'warm spicy', 'aromatic', 'vanilla', 'sweet', 'amber', 'soft spicy', 'cacao', 'citrus', 'woody']",['Quentin Bisch'],"Bad Boy Gold FantasybyCarolina Herrerais a Amber Woody fragrance for men. This is a new fragrance.Bad Boy Gold Fantasywas launched in 2022. The nose behind this fragrance is Quentin Bisch. Top notes are White Pepper, Bergamot and Pink Pepper; middle notes are Clary Sage, Cedarwood and Vetiver; base notes are Tonka and Cacao."
Bad Boy Superstars Collector Edition 2021 Carolina Herrerafor men,for men,4.21,77,"['warm spicy', 'woody', 'amber', 'cacao', 'vanilla', 'aromatic', 'sweet', 'fresh spicy']","['Louise Turner', 'Quentin Bisch']","Bad Boy Superstars Collector Edition 2021byCarolina Herrerais a Aromatic Spicy fragrance for men.Bad Boy Superstars Collector Edition 2021was launched in 2021. Bad Boy Superstars Collector Edition 2021 was created by Louise Turner and Quentin Bisch. Top notes are White Pepper, Black Pepper and Bergamot; middle notes are Cedar and Sage; base notes are Cacao Pod, Tonka Bean and Amberwood."
CH Carolina Herrerafor women,for women,3.84,"4,064","['woody', 'citrus', 'sweet', 'musky', 'warm spicy', 'powdery', 'tropical', 'patchouli', 'leather', 'amber']","['Olivier Cresp', 'Rosendo Mateu']","CHbyCarolina Herrerais a Amber Floral fragrance for women.CHwas launched in 2007. CH was created by Olivier Cresp and Rosendo Mateu. Top notes are Tropical Fruit, Bergamot, Grapefruit, Amalfi Lemon and Water Notes; middle notes are Praline, Cinnamon, African Orange Flower, Jasmine and Tincture of Rose; base notes are Suede, Patchouli, Cashmere Wood, Sandalwood, Musk, Virginia Cedar and Amber."
CH Africa Carolina Herrerafor women,for women,3.99,135,"['smoky', 'warm spicy', 'powdery', 'cinnamon', 'citrus', 'violet', 'vanilla', 'iris', 'herbal', 'amber']",['Olivier Cresp'],"CH AfricabyCarolina Herrerais a Amber Floral fragrance for women.CH Africawas launched in 2015. The nose behind this fragrance is Olivier Cresp. Top notes are Orange and Violet; middle notes are Rooibos Tea, Cinnamon and Iris; base notes are Incense and Vanilla."
CH Beauties Carolina Herrerafor women,for women,4.33,100,"['citrus', 'fruity', 'white floral', 'fresh', 'sweet', 'vanilla', 'floral', 'amber', 'aquatic', 'powdery']",['Véronique Nyberg'],"CH BeautiesbyCarolina Herrerais a Floral Fruity fragrance for women.CH Beautieswas launched in 2020. The nose behind this fragrance is Veronique Nyberg. Top notes are Pear and Green Mandarin; middle notes are Jasmine, Neroli and Peony; base notes are Vanilla, Amber and Sandalwood."
CH Central Park Carolina Herrerafor women,for women,3.84,58,"['white floral', 'fruity', 'musky', 'sweet', 'fresh spicy', 'tuberose', 'floral', 'animalic', 'powdery']",['Olivier Cresp'],"CH Central ParkbyCarolina Herrerais a Floral Woody Musk fragrance for women.CH Central Parkwas launched in 2016. The nose behind this fragrance is Olivier Cresp. Top notes are Plum and White Pepper; middle notes are Jasmine, Orange Blossom and Tuberose; base notes are White Musk, Ambrette (Musk Mallow) and Cedar."
CH Grand Tour Carolina Herrerafor women,for women,3.97,75,"['sweet', 'lactonic', 'iris', 'citrus', 'caramel', 'powdery', 'violet']",['Olivier Cresp'],"CH Grand TourbyCarolina Herrerais a Amber Floral fragrance for women.CH Grand Tourwas launched in 2014. The nose behind this fragrance is Olivier Cresp. Top notes are Brazilian Orange, Lemon and Grapefruit; middle notes are Iris and Orange Blossom; base note is Dulce de leche."
CH Hot! Hot! Hot! Carolina Herrerafor women,for women,4.15,71,"['sweet', 'woody', 'vanilla', 'citrus', 'yellow floral', 'fruity', 'green', 'powdery', 'white floral', 'coconut']","['Véronique Nyberg', 'Violaine Collas']","CH Hot! Hot! Hot!byCarolina Herrerais a fragrance for women. This is a new fragrance.CH Hot! Hot! Hot!was launched in 2022. CH Hot! Hot! Hot! was created by Veronique Nyberg and Violaine Collas. Top notes are Neroli, Aloe Vera and Grapefruit; middle notes are Ylang-Ylang, Raspberry and Coconut; base notes are Vanilla, Sandalwood and Myrhh."
CH Insignia Carolina Herrerafor women,for women,3.93,67,"['amber', 'leather', 'warm spicy', 'woody', 'smoky', 'rose', 'oud', 'fresh spicy', 'balsamic', 'animalic']","['Hamid Merati-Kashani', 'Olivier Cresp']","CH InsigniabyCarolina Herrerais a Amber Woody fragrance for women.CH Insigniawas launched in 2018. CH Insignia was created by Olivier Cresp and Hamid Merati-Kashani. Top notes are Saffron, Nutmeg, Bergamot and Coriander; middle notes are Leather, Rose, Agarwood (Oud) and Styrax; base notes are Incense, Amber, Cedar, Patchouli and Guaiac Wood."
CH Insignia Men Carolina Herrerafor men,for men,4.43,237,"['warm spicy', 'woody', 'rose', 'oud', 'violet', 'powdery', 'cinnamon', 'floral', 'metallic', 'patchouli']","['Emilie Bevierre-Coppermann', 'Pierre-Constantin Guéros']","CH Insignia MenbyCarolina Herrerais a Amber Woody fragrance for men.CH Insignia Menwas launched in 2018. CH Insignia Men was created by Emilie Bevierre-Coppermann and Pierre-Constantin Gueros. Top notes are Saffron and Cinnamon; middle notes are Rose and Violet; base notes are Agarwood (Oud), Woody Notes, Patchouli, Cashmeran and Labdanum."
CH L'Eau 2017 Carolina Herrerafor women,for women,3.8,445,"['citrus', 'warm spicy', 'aromatic', 'fresh', 'woody', 'green', 'white floral', 'fresh spicy']",['Olivier Cresp'],"CH L'Eau 2017byCarolina Herrerais a Amber Floral fragrance for women.CH L'Eau 2017was launched in 2017. The nose behind this fragrance is Olivier Cresp. Top notes are Lemon, Blood Orange, Tunisian Neroli, Red Pepper and Guatemalan Cardamom; middle notes are Lemon, Tea, Ginger, Mate, Orange Blossom and Rose; base notes are Haitian Vetiver, Atlas Cedar, Musk, Patchouli and Cashmere Wood."
CH Men Hot! Hot! Hot! Carolina Herrerafor men,for men,4.29,73,"['citrus', 'woody', 'aromatic', 'fresh spicy', 'green', 'ozonic', 'leather', 'aquatic', 'powdery', 'fruity']",['Emilie Bevierre-Coppermann'],"CH Men Hot! Hot! Hot!byCarolina Herrerais a fragrance for men. This is a new fragrance.CH Men Hot! Hot! Hot!was launched in 2022. The nose behind this fragrance is Emilie Bevierre-Coppermann. Top notes are Grapefruit, Violet Leaf and Rhubarb Leaf; middle notes are Sichuan Pepper and Angelica; base notes are Leather, Sandalwood and Madagascar Vetiver."
CH Pasión for Her Carolina Herrerafor women,for women,4.16,88,"['vanilla', 'fresh spicy', 'sweet', 'powdery', 'fruity', 'leather', 'musky', 'animalic', 'warm spicy']","['Nisrine Bouazzaoui Grillié', 'Quentin Bisch']","CH Pasión for HerbyCarolina Herrerais a Amber Floral fragrance for women. This is a new fragrance.CH Pasión for Herwas launched in 2023. CH Pasión for Her was created by Quentin Bisch and Nisrine Bouazzaoui Grillié. Top notes are Pear, Bergamot and Violet Leaf; middle notes are Madagascar Pepper, Haitian Vetiver, Jasmine Sambac and Petalia; base notes are Vanilla, Vanillin, Leather and Musk."
CH Pasión for Him Carolina Herrerafor men,for men,4.31,304,"['woody', 'amber', 'powdery', 'iris', 'warm spicy', 'fresh spicy', 'violet', 'balsamic', 'vanilla', 'aromatic']","['Antoine Maisondieu', 'Christophe Raynaud']","CH Pasión for HimbyCarolina Herrerais a Amber Woody fragrance for men. This is a new fragrance.CH Pasión for Himwas launched in 2023. CH Pasión for Him was created by Antoine Maisondieu and Christophe Raynaud. Top notes are Olibanum, Tunisian Neroli and Pink Pepper; middle notes are Iris, Myrhh and Texas Cedar; base notes are Australian Sandalwood, Bourbon Vanilla, Tonka Bean, Amberwood and dark woodsy notes."
CH Pink Limited Edition Love Carolina Herrerafor women,for women,3.85,41,"['woody', 'citrus', 'sweet', 'warm spicy', 'musky', 'powdery', 'amber', 'rose', 'patchouli', 'cinnamon']",['Olivier Cresp'],"CH Pink Limited Edition LovebyCarolina Herrerais a Floral Fruity Gourmand fragrance for women.CH Pink Limited Edition Lovewas launched in 2012. The nose behind this fragrance is Olivier Cresp. Top notes are Lemon and Bergamot; middle notes are Praline, Rose, Cinnamon and Jasmine Sambac; base notes are Patchouli, Sandalwood, Musk, Kashmir wood, Amber and Cedar."
CH Privée Carolina Herrerafor women,for women,3.89,510,"['leather', 'vanilla', 'animalic', 'patchouli', 'floral', 'woody', 'fruity', 'savory', 'warm spicy', 'balsamic']",['Dominique Ropion'],CH PrivéebyCarolina Herrerais a Leather fragrance for women.CH Privéewas launched in 2017. The nose behind this fragrance is Dominique Ropion.
CH Queens Carolina Herrerafor women,for women,4.24,124,"['vanilla', 'coconut', 'sweet', 'yellow floral', 'woody', 'floral', 'citrus', 'fresh', 'powdery', 'marine']",['Véronique Nyberg'],"CH QueensbyCarolina Herrerais a Amber Floral fragrance for women.CH Queenswas launched in 2019. The nose behind this fragrance is Veronique Nyberg. Top notes are Pink Grapefruit, Seaweed and Neroli; middle notes are Coconut, Ylang-Ylang and Peony; base notes are Vanilla and Sandalwood."
